konkordancija;gold_label
"sam htjela biti dobra prijateljica, za promjenu, pa sam se javila svojoj najdražoj. Čim je rekla "" hej"" znala sam koliko je sati. Tako ljuta i nabrijana. ""Ne mogu sad, a i ne priča mi se."" Tako iskreno! Kratko, a opet, barem meni, slatko. I zbog tog je";frazeolosko
, hodaju terenom, kao da je svugdje isti. Dolazim do table za Troglav i sad sam opuštenija, jer znam da sam blizu. Ne znam koliko je sati, ali imam osjećaj da se satima probijam terenom. Umorna sam, gladna i žedna. Osjećam slabost u nogama. Odlučila sam da;doslovno
podršku sudskim službenicima i namještenicima i kritizirala odluku Vlade da ljudima u štrajku smanje plaće. Znate koliko je sati kada je Plenković odlučio slati policiju na narod, većinom žene koje traže samo svoje osnovno radno pravo, da dobiju;frazeolosko
u prodaji. Svega mjesec i pol nakon izlaska te igre, Ubisoft ju nudi u pola cijene, dakle za 30 eura. Već po tome znate koliko je sati. Ponuda je to u sklopu njihove akcije za takozvani Black Friday. Odnosi se na sve platforme i već je aktivna, a vrijedi za;frazeolosko
imaju posljedice koje i dulje traju. Koliko god to naizgled bilo iracionalno. Slično se ponaša moj mačak Kan koji ne zna koliko je sati, ali nešto mu je ipak čudno. No, prilagodljiv je, od malih nogu živi u mojem duhanskom dimu i ne smeta mu niti se osjeća;doslovno
vremenima dobiti vrlo skup sat u svečanoj loži nogometnoga stadiona gdje su utakmicama pribivali suci. Kao da ne znamo koliko je sati u pravosuđu. I ne znamo, u tom području vrijeme se nikada ne poklapa s realnim, satovi kasne i po sedam godina ili više, a;frazeolosko
polako počelo bit dosta crkvenog uplitanja u svaki kurac. Kad ispod indexovih članaka čitaš kritike Kaptola, znaš koliko je sati. Kad ih pred crkvom uhvati novinar, moraju bit dobri katolici jer su na TV-u. Otherwise zbilja ne mislim da ikog boli;frazeolosko
"ali iapk vjerujem da postoje još i oni kojima je sat ""sat"". Moje je mišljenje da satove nosimo najviše radi toga da znamo koliko je sati, ali... sve više, u ovo moderno vrijeme, satovi se nose i kao modni dodaci jer su stvarno prekrasni, šareni i u svim";doslovno
, Često se daruje za dar, Kad bi ga ja dobila bar! Znači ljudi sat nose iz svakavkvih razloga... ja ga nosim jer volim znati koliko je sati kad god hoću: ako sam pod tušem, na biciklu, joggingu, na tulumu, na plaži, skijanju... a većinom tada ne nosim mobitel.;doslovno
"koji služi kao budilica, sat na računalu, sat na liniji i sat na mobitelu... Da imam samo jedan sat, uvijek bih znala koliko je sati, a ovako nikad nisam sigurna...;) Smatram da sat oduvijek ima dvojnu funkciju – pokazuje vrijeme i dio je našeg";doslovno
puuno više od svoje osnovne funkcije. Volim satove.... Hm, zašto ljudi nose satove? Kako tko, netko da bi uvijek znao koliko je sati, nekome sat služi kao modni detalj i dio outfita, nekome kao statusni simbol. Neki (dobro znani) posjeduju čitave;doslovno
4, u kupaonici 1, u blagavaoni, u kuhinji sve skupa u kući ih je oko 15-tak, ne znam, ali u svakom trenutku volim znati koliko je sati ... ma joooj pa ko još pored mobitela i kompa gleda na sat??? meni je sat nakit, čak znam nositi sat koji ne radi..ako mi je;doslovno
samo tu za vrijeme, tu je da me usreći. Ah... ljudi nose sat iz različitih razloga... još uvijek vjerujem da je prvi znati koliko je sati. Ja imam dva i ne bih mogla bez njih, i kombiniram ih u svim situacijama i odjevnim kombinacijama. Ljudi nose sat kao;doslovno
je uglavnom postao jedan neizostavan modni dodatak u kojem dizajneri vode borbu, a ne tehnologija. Nosim sat i da znam koliko je sati ali prvenstveno kao modni dodatak. Imam ih u svim bojama i mijenjam ih kako mi paše za odjevnu kombinaciju. Uz sat nikada;doslovno
