konkordancija;gold_label
koja ponajprije razjašnjava kako to da je mrtva junakinja uspijela poraziti živu Elizabetu natjeravši je da okrene leđa nekim nedodirljivim dogmama ponašanja visoke klase na kojima je desetljećima spokojno počivala njezina vladavina.;frazeolosko
", cjelovita vjernost koja rađa, učinila je to da čovjek sada ponovno može prići Bogu nakon što mu je prvi čovjek okrenuo leđa. ""Vi ste kao zajednica znak ove nade, ove radosne i blage vijesti dobrote siromasima, ugroženima, udaljenima, a svi mi";frazeolosko
li donijeli odluku da idete u predsjedničku kampanju? Gospodine Marijačiću, kako bi to sada izgledalo da ja okrenem leđa Hrvatskoj i prihvatim neki od poslova koji mi se nude, koji su mnogo više plaćeni diljem Europe i svijeta, a ja da;frazeolosko
očigledno trebali za ostvarenje političkih ciljeva. Budući da nisu uspjeli napraviti rezultat, samo su im okrenuli leđa. Sada kada su Lijanovići iza rešetaka, traže se novi izdajnici, ili su možda već i nađeni. Čak se špekulira o stvaranju;frazeolosko
jesmo li možda neke socijaldemokratske vrijednosti podredili populizmu i političkoj demagogiji. Jeste li okrenuli leđa radnicima? Ne! Nismo okrenuli leđa ni radnicima, ni socijalnoj pravednosti, ni društvenoj solidarnosti. Ne tako;frazeolosko
". Zato razred odlučuje napraviti prosvjed. Bojana im predlaže kako: da okrenu klupe suprotno od ploče i da okrenu leđa školskom sistemu""... U seriji glume: Predrag Vasić, Jovana Milovanović, Katarina Živković, Nikola Stanković, Jana";frazeolosko
milijuna ljudi, uvest ćemo europski red i poredak, ući ćemo u zapadnjački civilizacijski krug, konačno ćemo okrenuti leđa Balkanu. Mora se, međutim, primijetiti kako je valjanost ovih argumenata prilično relativna, budući da će po nekim;frazeolosko
ukinuti granice između duboko podijeljenog društva te zemlje. Ostat će zapamćen kao osoba koja nikad nije okrenula leđa svojem narodu jer se usprotivio bijelim i crnim političarima u borbi za pravedniju Južnu Afriku. Nije pravio razlike;frazeolosko
se na crvenom tepihu u Opatiji u elegantnom izdanju koje je otkrilo svoj puni potencijal tek kad je Ella okrenula leđa. Riječ je o dugoj bijeloj haljini pripijenoj uz tijelo koja ima otvorena leđa što joj je dalo novu, zavodljivu;doslovno
autor uvlači u ovakva sporenja s upravom Sveučilišta u Zagrebu. Sindikat ih je mogao izbjeći samo tako da smo okrenuli leđa našim članovima koje nerazumni i neakademski postupci iste te uprave ugrožavaju u njihovim pravima i akademskim;frazeolosko
. Pobjegla je od njega čim je malo očvrsnula, prvo se sklonila kod rodbine, a zatim, kad joj je i ta rodbina okrenula leđa, vraća se sama u Zagreb gdje se uspijeva zaposliti u novinskoj redakciji. Bila je triput manje plaćena od svojih kolega;frazeolosko
". U nastavku predvanja s. Silvana je razložila: ""U jednom trenutku Magdalena se okreće, uspijeva okrenuti leđa grobu te se okreće Isusu, kojega još ne prepoznaje. Ženo što plačeš? Koga tražiš? Ona misli da je to vrtlar, i još u tuzi";doslovno
vrijednosti, a nakon toga će vas napustiti želja da se svidite svima. Ako budete imali sreće, netko drag će vam okrenuti leđa. I naučit će vas cijenu trenutka sreće. Ako budete imali sreće, bit ćete sami. Sasvim sami. Kada nitko ne bude u vašoj;frazeolosko
izolacije, ali zar to nije slučaj i sa sirovom hranom? Osobno se ni ne želim družiti s ljudima koji su u stanju okrenuti mi leđa zbog tako banalnog razloga kao što je promjena prehrane, ili bilo koja druga različitost, tako da mi puca grudnjak za;frazeolosko
da će Brownu biti daleko teže od Blaira uspostaviti autoritet nacionalnog vođe, s obzirom da mu je rodna gruda okrenula leđa. http://www.opendemocracy.net/ourking...nce_referendum Korzika:Nakon pobjede Le Penovog NF-a podignuta dva;frazeolosko
bez novih incidenata. Republikanci će zasigurno pretrpjeti određenu štetu nakon ovakvih prizora i brzo će okrenuti leđa Trumpu. S druge strane, nastavak njegova djelovanja u politici sada je vrlo neizvjestan i otežan jer će morati snositi;frazeolosko
... Te tri skupine zanimanja su na uvjerljivom prvom mjestu među zvanjima koja su ove godine Njemačkoj okrenula leđa. Kako je izvijestio Savezni ured za zapošljavanje, otišlo je oko 1500 građevinaca i isto toliko ugostiteljskih;frazeolosko
i da ćemo nastaviti vjerovati umjetnosti. Činjenica da bi ga publika mogla optužiti za laž, da bi mu mogla okrenuti leđa i upisati na umjetnikov račun još jedan loš dan, iziskuje od autora hrabrost, i prije svega nadu da će čovjek ispred;frazeolosko
uspravila i otkrila vatru, kotač i na koncu – Miroslava Škoru koji joj je kao desničar, koji to nije na kraju i okrenuo leđa. Pitanje koje se logično postavlja jest koga ili što desnica sada misli instalirati na čelo svoje evolucije?;frazeolosko
vehabijskom pokretu, ali su nakon uvida u krajnje radikalnu i opasno ekstremnu srž vehabizma, tom pokretu okrenuli leđa i time na sebe navukli gnjev ondašnjih vehabija, donio i izjave poglavara Islamske vjerske zajednice u BiH, reisa;frazeolosko
dušu čini sretnom', napisala je uz fotografiju na kojoj je nasmijana, a fanovi joj nisu zamjerili ni što im je okrenula leđa. 'Obično ne volimo kada nam netko okrene leđa, ali u ovom slučaju to ne vrijedi', 'Jedna od najljepših na estradi,;doslovno
da im se politički isplati udaljiti se od njega. McCarthy ima minimalnu većinu u Kongresu, što znači da ne može okrenuti leđa Santosu. McCarthyjeva podrška Santosu u sukobu je s etičkim standardima koji se inače očekuju od zastupnika, no u;frazeolosko
"ispravnih razloga"", poručio je Penava. HDZ je odlučio nastaviti sramotnu šutnju kao i proteklih 29 godina, okrenuo je leđa Vukovaru i tim činom pregazio vrijednosti žrtava, stoga se svi mi ovdje zahvaljujemo na suradnji i krećemo svojim";frazeolosko
neće nedostajati. Mnogi od proizvođača softvera za zaštitu računala odlučili su kako još tako skoro neće ' okrenuti leđa Windows-u XP. Mnogi od njih nastojati će nadograđivati antivirusne aplikacije novim mogućnostima kako bi;frazeolosko
"i zagrliti me"" 25-godišnja Riječanka Ana Selmić zbog maligne je bolesti bila nepokretna 8 mjeseci. U najtežem vremenu leđa su joj okrenuli njezini najbliži. Ana Selmić majka je djevojčice Emily koja je imala tek godinu i pol kada je obitelj";frazeolosko
djeteta (pogotovo ako ni kumovi ne ulijevaju tu sigurnost). Grijeh nas svrstava među skupinu onih koji su okrenuli leđa punini milosti, baš kao i sektaši. Stoga, nema potrebe za čuđenjem. Dijete nije krivo. Grešni odrasli koji se ne odriču;frazeolosko
odlaska očituje se u nejasnom navođenju razloga odlaska. Tim postupkom okrenuo je leđa demokraciji. Zašto okrenuo leđa demokraciji? Zato što je izigrao povjerenje građana, koji su njegovoj stranci i njemu dali u ruke vlast na određeno;frazeolosko
"zastare. Sve je izašlo u javnost i papa Franjo je 2018. izbacio zlostavljača iz Crkve, ali su njegovoj žrtvi okrenuli leđa. ""Probudila se ta nada i onda je završilo na sudu. Nisam htio biti tužitelj. To je jako tužno, kao da doživiš od vlastite";frazeolosko
"svoje zdravlje, a mnoge i svoje živote spašavajući tuđe živote. Bez obzira na sve, nisu nikada patnji drugih okrenule leđa. Sva ta iscrpljujuća služenja sestre su vršile snagom vjere i ljubavi"". Autorica knjige na poseban način prikazuje";frazeolosko
. Čovjeku koji se godinama u stranci penjao po hijerarhijskoj ljestvici mnogi stranački kolege sada su okrenuli leđa Iako mu roditelji nisu porijeklom iz Zagreba, Bernardić je rođen u metropoli 5. siječnja 1980. godine. Prve godine;frazeolosko
se točno događalo iza ovih vrata utvrdit će prosvjetna inspekcija. Riječki glazbenik Bruno Mičetić: Nisam okrenuo leđa jazzu, ali već duže vrijeme razmišljam o nekoj novoj priči u svojoj karijeri Hrvatski gitarist, poznat po svojem jazz;frazeolosko
se zaljuljali temelji, o prijateljstvu, ljubavi i izdaji, o tome kako je svatko od nas katkad na onoj strani koja okrene leđa. 'Ostanite doma i slušajte upute, mislim da nikada u povijesti nije bilo lakše pomagati medicinskom osoblju i;frazeolosko
"svojim ušima i zaključuju svojom glavom. Kada su napokon protjerali sve ""svojeglave ljude"", čitatelji su im okrenuli leđa. Ljudi koji kupuju novine, naime, ne žele novac trošiti na isprazne tabloide, što je i dovelo do velike krize našeg";frazeolosko
"ilo?"", pita Mile. ""Radili su to do četiri ujutro, kasnije su se pokrili. Nata a se vratila u krevet, legla i okrenula mi leđa. Ja sam pio i gledao noćni program na televiziji. U pet su oti li, ovaj mi ka e, brate, vidimo se opet. Hvala brate, ali ni u";doslovno
"treninge u Argentini s njihovom reprezentacijom, gdje ćemo se pripremati za Brazil osam dana."" Ne mogu okrenuti leđa ovim igračima Izbornik izgleda neće biti u prevelikoj dilemi oko promjena u sastavu: ""Morao bih napraviti neke";frazeolosko
"prekrižili kao ""nečistu"", domicilnom je stanovništvu uvijek ostala strankinja, a vlastita joj je sestra okrenula leđa kad joj se povjerila o svojem životu, koji, kako čitamo u knjizi, nije baš bio lagan. U zemlji drugih - preporuka Olivera";frazeolosko
veliku naciju i obnovi njemački vojni genij. Učinili su od njega mitsku figuru. Podupirali su ga, no okrenuli su mu leđa kad ga je napustila ratna sreća. Broj pisama koja je Hitler primao govorio je i o njegovoj popularnosti. Godine 1925.;frazeolosko
priroda tjera ih da ne odustaju. Pouzdane su i odane. Djevice se vole osjećati korisnima i nikad neće okrenuti leđa nekome kome je potrebna pomoć. Antihoroskop Čangrizave Djevice poznate su po tome što svima kvare raspoloženje.;frazeolosko
Primorac bili političke nule prije nego ste ušli u kampanju i da ste sve stekli zahvaljujući HDZ-u, a onda mu okrenuli leđa. – Kad sam prije 20 godina ušao u HDZ, bio sam jedan od najmlađih pomoćnika generalnog direktora u Dalmacijacementu,;frazeolosko
brodova sa njegovom robom koja će i više nego pokriti dug, Antonio prihvaća Shylockove uvjete. Sudbina će okrenuti leđa prvo lihvaru, a zatim i njegovom uglednom klijentu. Shylockova će kćer pobjeći sa kršćaninom, što dodatno;frazeolosko
"se počeli od njih udaljavati i podupirati srednji sloj, u kojem su našli novo izborno uporište. Radnici su im okrenuli leđa, a sad im leđa okreće i srednji sloj. Više od polovice građana EU-a tvrdi da su skloni ""ljevici"", ali je ne vide.";frazeolosko
ili raditi ako niste u mogućnosti imati pogled na ulazna vrata i ono što se dešava prilikom ulaska u sobu. Ako okrenete leđa ulaznim vratima – Feng Shui smatra da se na taj način stavljate u poziciju nesigurnosti jer je jedna od primarnih;doslovno
a sada se pa spekulira da i iza ovih posljednjih uhićenja i istraga stoji ministar policije kojemu je Plenković okrenuo leđa. Božinović već neko vrijeme ne spada u krug najužih Plenkovićevih suradnika, a oni koji su ministru skloni tvrde da je;frazeolosko
. Page 150 Nebesa, zaista joj je išao na živce. Odlučila je da se neće obazirati nanjega, i u znak protesta okrenula mu leđa. Doduše, umjesto da se odmakneod njega, počela se meškoljiti u namjeri da se udobno smjesti u njegovunaručju. Duncan;doslovno
"Belindžer. Amanda je osvetlila otvor na vrhu zida. ""Odatle dolazi vazduh.""S osećajem nelagode, Belindžer je okrenuo leđa pećini i psu. Spustio je pušku i pokušao da se uspne na zid da vidi šta se nalazi u otvoru, ali ugao je bio isuviše oštar,a";doslovno
najbolje ne čekati dalje, stala je pred njega i posegnula da mu raskopča jaknu. Alfonso se odmaknuo od nje i okrenuo joj leđa. Francesca se zapitala je li možda odlučio otići – odgoditi užitke i vratiti se u Castello i onome štogod se već tamo;doslovno
! - zaviče kralj orkanskim glasom i udari bijesno pesnicom o Stol.Načas se pogledaju.Onda kralj okrene kancelaru leđa. Varadi pođe...Varadi krene u tamnicu, kralj ravno k BeatricL Tiho otvori vrata njene odaje i do njega dopre kraljičin;doslovno
"i poslednji de-lovi koze, ali do tada je društvo ćaskajući već krenulo natrag u selo. Pre nego što su nam okrenuli leđa, jedna usamljena Engleskinja nam je priznala da je zmajevi nimalo ne zanimaju. ""Dopada mi se priroda ovde"", rekla je. """;doslovno
bilo nikakvih vagona kojih se inače i ja sjećam iz ranijih prolazaka. Moguće je da se nešto zbivalo dok sam im okrenuo leđa Inače, što se tiče smreke i hlada, ne mogu odoljeti da dijo zadovoljstva ne podijelim s vama, dragi forumaši: No, da. Ne;doslovno
"Nema ničega?"", ponovio je, ""dobro da znam."" ""Ne.. ne, nisam tako mislila."", brzo je rekla Anna, ali Miles joj je okrenuo leđa. Damon mu je oprezno prišao i šapnuo mu nešto. Potom su obojica pogledali Rose. ""Idemo."", rekao je Damon, ""došli smo";doslovno
"u depresivnu, sramežljivu ili agresivnu kreaturu 2. Ljubimac se ponaša ""pristojno"" dok ga gledate, no čim mu okrenete leđa postaje zločest 3. Ljubimac pretjerano reagira na najobičnije događaje ili se nenormalno ponaša - recimo pas se";doslovno
smo restoran u dnu dvorišta i ja bezveze opalim fotku, tek toliko, kad kasnije na kompu skužim da je konobar okrenuo leđa gostima i PRSTIMA PRČKAO po mesu, pretpostavljam da ga je okretao na tanjuru aaaa... Meni odmah scene od odlaska na;doslovno
dana sam uočio kad je navratio i zapitao ga što je s muhom. Samo je nešto nerazgovjetno promrmljao i čim sam okrenuo leđa samo ispario. Petog dana sam se zabrinuo. Gdje je Dučak? Nije se ni pojavio. Šestog dana sam ocijenio da više nemam;doslovno
slušaj, ja više nemrem stajat tu, poješće me gadovi, oćeš uć il šta ćeš. Da neće ulazit, ide ona dalje. Čim je okrenula leđa ja bris u kuću, da zaustavim rođeno krvoproliće bar na kratko, jer me tek čeka urnebes dok povežem paradajze. Popijem;doslovno
"Bogu?"" ""Onda se moli Bogu, ali tako da ja mogu čuti. Anastazija je ustala, ispružila ruke postrance u zrak, okrenula mi leđa i počela govoriti. U samim riječima zapravo nije bilo ništa osobito, ali u mojoj unutrašnjosti su me jako dodirnule.";doslovno
razbijem nelagodu. – Dobro sam, hvala, a ti? – pitao je kruto. – Dobro – prije nego sam pokušala nastaviti, okrenuo mi je leđa i ostavio me poniženu. Osjećala sam se jadno što sam uopće i pomislila da će on preko svega prijeći. Nakon toga i opet je;doslovno
"netko pokazao kako proizvesti taj zvuk, ali ON nije, on je samo želio ispitati može li to napraviti baš kad sam okrenula leđa. Na kraju sam odustala iako sam bila svjesna da to nije dobar primjer ostalima. c) ""Šefice"" u razredu One s vremena na";doslovno
Na jednoj fotki djevojke su se odlučile skinuti u toples, ali su kameri okrenule leđa. U svakom slučaju, Rihanna je opet uspjela privući pažnju.;doslovno
ignorirali su njegovo upozorenje pa su sjeli na sofu i okrenuli mu leđa. Pobrinut ću se ja za njih. Imamo ovdje dvije osobe;doslovno
djevojka. Nisu zamišljeni. Radosni su. Ne gledaju u potopljeni brod. Okrenuli su mu leđa. Na zapovjedničkome mostu broda vidi se oznaka njemačke Ratne mornarice;doslovno
zurio u svoje pivo. Baby Kocha i Pig su mu okrenuli leđa, raspravljajući nešto međusobno. Mladenu se učini da je svijet, ne;doslovno
sa Sprewellom: 'Nakon mog prvog postavljenog pitanja samo mi je okrenuo leđa. Ne sjećam se ni što sam ga pitao...'. Kao vrhunac;doslovno
sve po vratu i htjede da sjedne, ali Milinović joj okrene leđa i stane brutalno navlačit čarape. Tek dockan opazi da je;doslovno
našu postaju sutra u deset. I, molim vas, budite točni. Okrenula joj je leđa glumeći odlazak. Spominjanje ubojstva kao da je ohladilo ženu, a;doslovno
uvijek naša vanjska suradnica, ali adresu možete tražiti u administraciji. Okrenula im je leđa i bez pozdrava krenula ka svome tronu. 'Doviđenja, gospođo Marić;doslovno
na kraju seta kao da je napravio odu samome sebi. Okrenuvši leđa publici i DJ pultu, sjeo je na pod kako bi polako;doslovno
Nakon što je skužio da je samo čistačica ležerno joj je okrenuo leđa, bez riječi naravno. Dok je recimo, Bokun svaki puta kada;doslovno
ja svojoj kujici Vilmi kažem 'Ma bravo, pametna moja cura!!' Okrenuše mi leđa, nešto su šaputali, slijegali ramenima. Ja sam čekala. Vježbala sam;doslovno
na dan. Jolene je otišla. Zatekla sam je na vratima. Okrenula sam joj leđa i rekla neka nastavi onako kao da ja nisam tu;doslovno
ipak događaju, no Hitlerica je brzopotezno izvadila ključ i hladno okrenula leđa vratima. Nakon što se u trenu pomirila s pasivnom presudom podvornice;doslovno
trenutku njoj je zazvonio mobitel. Javila se i potpuno mi okrenula leđa. Uživljeno je razgovarala, valjda ju je nazvao momak koji je;doslovno
Ili možda glavu na 'podcijenjeni autor'? Laza je od muke okrenuo leđa. Došao je da laže i krade o onima koji lažu;doslovno
